txn_uid,source_system,leg,expected_class,expected_counterpart_ref,expects_hungarian,greedy_differs,trap_group_id,trap_assert,dense_block_id
BNK-0000883,BANK,BANK,MATCHED,M020-c2ea7b9b,false,false,,,
BNK-0000884,BANK,BANK,MATCHED,M007-c15ea400,false,false,,,
BNK-0000885,BANK,BANK,MATCHED,M005-baa0423f,false,false,,,
BNK-0000886,BANK,BANK,MATCHED,M003-717c0978,false,false,,,
BNK-0000887,BANK,BANK,MATCHED,M010-c902bd41,false,false,,,
BNK-0000888,BANK,BANK,MATCHED,M006-2729899a,false,false,,,
BNK-0000889,BANK,BANK,MATCHED,M019-06c86e08,false,false,,,
BNK-0000890,BANK,BANK,MATCHED,M008-3edb9d1c,false,false,,,
BNK-0000891,BANK,BANK,TIMING_DIFFERENCE,M020-f97e0327,false,false,,,
BNK-0000892,BANK,BANK,MATCHED,M002-add52a45,false,false,,,
BNK-0000894,BANK,BANK,MATCHED,M013-c785db14,false,false,,,
BNK-0000895,BANK,BANK,MATCHED,M008-224b045a,false,false,,,
BNK-0000896,BANK,BANK,MATCHED,M010-777d74d7,false,false,,,
BNK-0000897,BANK,BANK,MATCHED,M006-87389f50,false,false,,,
BNK-0000898,BANK,BANK,MATCHED,M002-4f50bb22,false,false,,,
BNK-0000899,BANK,BANK,MATCHED,M005-f9f46e3a,false,false,,,
BNK-0000900,BANK,BANK,MATCHED,M015-7f02df7c,false,false,,,
BNK-0000901,BANK,BANK,MATCHED,M005-d5d80a4b,false,false,,,
BNK-0000902,BANK,BANK,MATCHED,M009-6de535be,false,false,,,
BNK-0000903,BANK,BANK,TIMING_DIFFERENCE,M004-620cc4f2,false,false,,,
BNK-0000904,BANK,BANK,MATCHED,M010-836465e7,false,false,,,
BNK-0000905,BANK,BANK,TIMING_DIFFERENCE,M011-224fa5fa,false,false,,,
BNK-0000906,BANK,BANK,MATCHED,M015-c463f468,false,false,,,
BNK-0000907,BANK,BANK,MATCHED,M019-03f8c451,false,false,,,
BNK-0000908,BANK,BANK,MATCHED,M001-13102c16,false,false,,,
BNK-0000909,BANK,BANK,MATCHED,M008-4266ee83,false,false,,,
BNK-0000910,BANK,BANK,MATCHED,M007-d0d3ce17,false,false,,,
BNK-0000911,BANK,BANK,MATCHED,M009-4056e69f,false,false,,,
BNK-0000912,BANK,BANK,MATCHED,M019-5c495a31,false,false,,,
BNK-0000913,BANK,BANK,MATCHED,M018-a8b1b917,false,false,,,
BNK-0000914,BANK,BANK,MATCHED,M006-6aa487d2,false,false,,,
BNK-0000915,BANK,BANK,MATCHED,M009-781ec600,false,false,,,
BNK-0000916,BANK,BANK,MATCHED,M003-91548588,false,false,,,
BNK-0000917,BANK,BANK,MATCHED,M006-4582781a,false,false,,,
BNK-0000918,BANK,BANK,MATCHED,M017-9e0dcd6f,false,false,,,
BNK-0000919,BANK,BANK,MATCHED,M002-5a106df0,false,false,,,
BNK-0000920,BANK,BANK,MATCHED,M003-e156bf4a,false,false,,,
BNK-0000921,BANK,BANK,MATCHED,M003-58049d34,false,false,,,
BNK-0000922,BANK,BANK,MATCHED,M007-0b8a6ee9,false,false,,,
BNK-0000923,BANK,BANK,MATCHED,M008-3433295a,false,false,,,
BNK-0000924,BANK,BANK,MATCHED,M003-9d988606,false,false,,,
BNK-0000925,BANK,BANK,MATCHED,M009-0f0b2101,false,false,,,
BNK-0000926,BANK,BANK,MATCHED,M012-2a149371,false,false,,,
BNK-0000927,BANK,BANK,MATCHED,M020-fae83d54,false,false,,,
BNK-0000928,BANK,BANK,MATCHED,M018-89fea7be,false,false,,,
BNK-0000929,BANK,BANK,MATCHED,M006-c9ce573d,false,false,,,
BNK-0000930,BANK,BANK,MATCHED,M005-d69f1986,false,false,,,
BNK-0000931,BANK,BANK,MATCHED,M012-33520570,false,false,,,
BNK-0000932,BANK,BANK,MATCHED,M019-40885c87,false,false,,,
BNK-0000933,BANK,BANK,MATCHED,M009-3ca3304f,false,false,,,
BNK-0000934,BANK,BANK,MATCHED,M012-6884a898,false,false,,,
BNK-0000935,BANK,BANK,MATCHED,M008-ceb53036,false,false,,,
BNK-0000936,BANK,BANK,MATCHED,M018-5cce0308,false,false,,,
BNK-0000937,BANK,BANK,MATCHED,M001-cd240dc8,false,false,,,
BNK-0000938,BANK,BANK,MATCHED,M019-71b9fa2d,false,false,,,
BNK-0000939,BANK,BANK,MATCHED,M007-589ddce1,false,false,,,
BNK-0000940,BANK,BANK,MATCHED,M011-feff01ba,false,false,,,
BNK-0000941,BANK,BANK,MATCHED,M015-512fadb8,false,false,,,
BNK-0000942,BANK,BANK,MATCHED,M003-401c3e04,false,false,,,
BNK-0000943,BANK,BANK,MATCHED,M018-0ac13496,false,false,,,
BNK-0000944,BANK,BANK,MATCHED,M012-66567467,false,false,,,
BNK-0000945,BANK,BANK,MATCHED,M014-47f8dd65,false,false,,,
BNK-0000946,BANK,BANK,MATCHED,M011-6819f69c,false,false,,,
BNK-0000947,BANK,BANK,TIMING_DIFFERENCE,M019-b5546dac,false,false,,,
BNK-0000948,BANK,BANK,MATCHED,M007-f8ea6815,false,false,,,
BNK-0000949,BANK,BANK,MATCHED,M012-658f71e7,false,false,,,
BNK-0000950,BANK,BANK,MATCHED,M006-e8d2d871,false,false,,,
BNK-0000951,BANK,BANK,MATCHED,M007-c8587bfe,false,false,,,
BNK-0000952,BANK,BANK,MATCHED,M016-5e667bb9,false,false,,,
BNK-0000953,BANK,BANK,MATCHED,M013-c8b7cec8,false,false,,,
BNK-0000954,BANK,BANK,MATCHED,M009-48b72cc2,false,false,,,
BNK-0000955,BANK,BANK,MATCHED,M009-cc7980e4,false,false,,,
BNK-0000956,BANK,BANK,MATCHED,M010-0cf4c481,false,false,,,
BNK-0000957,BANK,BANK,MATCHED,M017-ca93a089,false,false,,,
BNK-0000958,BANK,BANK,MATCHED,M008-05d89cec,false,false,,,
BNK-0000959,BANK,BANK,MATCHED,M018-87363a69,false,false,,,
BNK-0000960,BANK,BANK,MATCHED,M010-b62092aa,false,false,,,
BNK-0000961,BANK,BANK,MATCHED,M015-5a912e03,false,false,,,
BNK-0000962,BANK,BANK,MATCHED,M007-62719656,false,false,,,
BNK-0000963,BANK,BANK,MATCHED,M005-5f5d4a25,false,false,,,
BNK-0000964,BANK,BANK,MATCHED,M018-09b2e45a,false,false,,,
BNK-0000965,BANK,BANK,TIMING_DIFFERENCE,M020-23b61b56,false,false,,,
BNK-0000966,BANK,BANK,MATCHED,M011-d66953fa,false,false,,,
BNK-0000967,BANK,BANK,MATCHED,M011-4334337b,false,false,,,
BNK-0000968,BANK,BANK,MATCHED,M016-48dc870c,false,false,,,
BNK-0000969,BANK,BANK,MATCHED,M010-d67cc5fd,false,false,,,
BNK-0000970,BANK,BANK,MATCHED,M014-c9eb74ff,false,false,,,
BNK-0000971,BANK,BANK,MATCHED,M018-0645ff91,false,false,,,
BNK-0000972,BANK,BANK,MATCHED,M011-4476820f,false,false,,,
BNK-0000973,BANK,BANK,MATCHED,M013-e8f16b5f,false,false,,,
BNK-0000974,BANK,BANK,MATCHED,M019-398fe37c,false,false,,,
BNK-0000975,BANK,BANK,MATCHED,M019-56e17ae7,false,false,,,
BNK-0000976,BANK,BANK,MATCHED,M020-dabf59c3,false,false,,,
BNK-0000977,BANK,BANK,MATCHED,M001-303d448d,false,false,,,
BNK-0000978,BANK,BANK,MATCHED,M009-a1267fca,false,false,,,
BNK-0000979,BANK,BANK,MATCHED,M007-a4abcce7,false,false,,,
BNK-0000980,BANK,BANK,MATCHED,M010-ca91e6ec,false,false,,,
BNK-0000981,BANK,BANK,MATCHED,M008-ad92820e,false,false,,,
BNK-0000982,BANK,BANK,MATCHED,M006-d854e2ec,false,false,,,
BNK-0000983,BANK,BANK,MATCHED,M001-64a66fb1,false,false,,,
BNK-0000984,BANK,BANK,MATCHED,M021-337fb21e,false,false,TRAP-000,ONE_TO_ONE_STABLE,
BNK-0000985,BANK,BANK,MATCHED,M021-ad7b5ccd,false,false,TRAP-000,ONE_TO_ONE_STABLE,
BNK-0000986,BANK,BANK,MATCHED,M022-ff80168e,false,false,TRAP-001,ONE_TO_ONE_STABLE,
BNK-0000987,BANK,BANK,MATCHED,M022-832deac3,false,false,TRAP-001,ONE_TO_ONE_STABLE,
BNK-0000988,BANK,BANK,MATCHED,M021-4bc436a4,false,false,TRAP-002,ONE_TO_ONE_STABLE,
BNK-0000989,BANK,BANK,MATCHED,M021-189c0be4,false,false,TRAP-002,ONE_TO_ONE_STABLE,
BNK-0000990,BANK,BANK,MATCHED,M022-7793d77e,false,false,TRAP-003,ONE_TO_ONE_STABLE,
BNK-0000991,BANK,BANK,MATCHED,M022-96ba9319,false,false,TRAP-003,ONE_TO_ONE_STABLE,
BNK-0000992,BANK,BANK,MATCHED,M023-3f49a3e2,true,false,,,DENSE-00
BNK-0000993,BANK,BANK,MATCHED,M023-80710f37,true,false,,,DENSE-00
BNK-0000994,BANK,BANK,MATCHED,M023-27d0ccbf,true,false,,,DENSE-00
BNK-0000995,BANK,BANK,MATCHED,M023-e52d76e5,true,false,,,DENSE-00
BNK-0000996,BANK,BANK,MATCHED,M023-9a044216,true,false,,,DENSE-00
BNK-0000997,BANK,BANK,MATCHED,M023-69b20104,true,false,,,DENSE-00
BNK-0000998,BANK,BANK,MATCHED,M023-3bfea050,true,true,,,DENSE-00
BNK-0000999,BANK,BANK,MATCHED,M023-c21d48f7,true,true,,,DENSE-00
INT-0000000,INTERNAL,BANK,MATCHED,M011-123b1612,false,false,,,
INT-0000000,INTERNAL,PROCESSOR,MATCHED,M011-123b1612,false,false,,,
INT-0000001,INTERNAL,BANK,MATCHED,M003-d1371c17,false,false,,,
INT-0000001,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M003-d1371c17,false,false,,,
INT-0000002,INTERNAL,BANK,MATCHED,M014-9536b321,false,false,,,
INT-0000002,INTERNAL,PROCESSOR,MATCHED,M014-9536b321,false,false,,,
INT-0000003,INTERNAL,BANK,MATCHED,M016-eeb97572,false,false,,,
INT-0000003,INTERNAL,PROCESSOR,MATCHED,M016-eeb97572,false,false,,,
INT-0000004,INTERNAL,BANK,MATCHED,M017-e923d5a4,false,false,,,
INT-0000004,INTERNAL,PROCESSOR,MATCHED,M017-e923d5a4,false,false,,,
INT-0000005,INTERNAL,BANK,MATCHED,M014-aabfe228,false,false,,,
INT-0000005,INTERNAL,PROCESSOR,MATCHED,M014-aabfe228,false,false,,,
INT-0000006,INTERNAL,BANK,MATCHED,M003-e9cb0eb5,false,false,,,
INT-0000006,INTERNAL,PROCESSOR,MATCHED,M003-e9cb0eb5,false,false,,,
INT-0000007,INTERNAL,BANK,MATCHED,M016-47ccf25e,false,false,,,
INT-0000007,INTERNAL,PROCESSOR,MATCHED,M016-47ccf25e,false,false,,,
INT-0000008,INTERNAL,BANK,MATCHED,M009-8dbc7425,false,false,,,
INT-0000008,INTERNAL,PROCESSOR,MATCHED,M009-8dbc7425,false,false,,,
INT-0000009,INTERNAL,BANK,MATCHED,M008-58904dba,false,false,,,
INT-0000009,INTERNAL,PROCESSOR,MATCHED,M008-58904dba,false,false,,,
INT-0000010,INTERNAL,BANK,MATCHED,M017-cccc3fc1,false,false,,,
INT-0000010,INTERNAL,PROCESSOR,MATCHED,M017-cccc3fc1,false,false,,,
INT-0000011,INTERNAL,BANK,MATCHED,M007-a13043b0,false,false,,,
INT-0000011,INTERNAL,PROCESSOR,MATCHED,M007-a13043b0,false,false,,,
INT-0000012,INTERNAL,BANK,MATCHED,M007-8bbf33fe,false,false,,,
INT-0000012,INTERNAL,PROCESSOR,MATCHED,M007-8bbf33fe,false,false,,,
INT-0000013,INTERNAL,BANK,MATCHED,M010-a8f506b4,false,false,,,
INT-0000013,INTERNAL,PROCESSOR,MATCHED,M010-a8f506b4,false,false,,,
INT-0000014,INTERNAL,BANK,MATCHED,M001-8b5b7a76,false,false,,,
INT-0000014,INTERNAL,PROCESSOR,MATCHED,M001-8b5b7a76,false,false,,,
INT-0000015,INTERNAL,BANK,MATCHED,M013-fb008f86,false,false,,,
INT-0000015,INTERNAL,PROCESSOR,MATCHED,M013-fb008f86,false,false,,,
INT-0000016,INTERNAL,BANK,MATCHED,M012-b2737f6a,false,false,,,
INT-0000016,INTERNAL,PROCESSOR,MATCHED,M012-b2737f6a,false,false,,,
INT-0000017,INTERNAL,BANK,MATCHED,M020-b23c6f5d,false,false,,,
INT-0000017,INTERNAL,PROCESSOR,MATCHED,M020-b23c6f5d,false,false,,,
INT-0000018,INTERNAL,BANK,MATCHED,M011-ec255404,false,false,,,
INT-0000018,INTERNAL,PROCESSOR,MATCHED,M011-ec255404,false,false,,,
INT-0000019,INTERNAL,BANK,MATCHED,M015-fb440034,false,false,,,
INT-0000019,INTERNAL,PROCESSOR,MATCHED,M015-fb440034,false,false,,,
INT-0000020,INTERNAL,BANK,MATCHED,M007-697a8d41,false,false,,,
INT-0000020,INTERNAL,PROCESSOR,MATCHED,M007-697a8d41,false,false,,,
INT-0000021,INTERNAL,BANK,MATCHED,M012-d440e504,false,false,,,
INT-0000021,INTERNAL,PROCESSOR,MATCHED,M012-d440e504,false,false,,,
INT-0000022,INTERNAL,BANK,MATCHED,M016-af317681,false,false,,,
INT-0000022,INTERNAL,PROCESSOR,MATCHED,M016-af317681,false,false,,,
INT-0000023,INTERNAL,BANK,MATCHED,M017-2ea68ef7,false,false,,,
INT-0000023,INTERNAL,PROCESSOR,MATCHED,M017-2ea68ef7,false,false,,,
INT-0000024,INTERNAL,BANK,MATCHED,M009-4d3cea27,false,false,,,
INT-0000024,INTERNAL,PROCESSOR,MATCHED,M009-4d3cea27,false,false,,,
INT-0000025,INTERNAL,BANK,MATCHED,M007-4b484e73,false,false,,,
INT-0000025,INTERNAL,PROCESSOR,MATCHED,M007-4b484e73,false,false,,,
INT-0000026,INTERNAL,BANK,TIMING_DIFFERENCE,M016-5dcad6ba,false,false,,,
INT-0000026,INTERNAL,PROCESSOR,MATCHED,M016-5dcad6ba,false,false,,,
INT-0000027,INTERNAL,BANK,MATCHED,M001-e0ca9237,false,false,,,
INT-0000027,INTERNAL,PROCESSOR,MATCHED,M001-e0ca9237,false,false,,,
INT-0000028,INTERNAL,BANK,MATCHED,M004-1584d8c4,false,false,,,
INT-0000028,INTERNAL,PROCESSOR,MATCHED,M004-1584d8c4,false,false,,,
INT-0000029,INTERNAL,BANK,MATCHED,M017-2815d280,false,false,,,
INT-0000029,INTERNAL,PROCESSOR,MATCHED,M017-2815d280,false,false,,,
INT-0000030,INTERNAL,BANK,MATCHED,M009-283e0ad8,false,false,,,
INT-0000030,INTERNAL,PROCESSOR,MATCHED,M009-283e0ad8,false,false,,,
INT-0000031,INTERNAL,BANK,MATCHED,M002-58156996,false,false,,,
INT-0000031,INTERNAL,PROCESSOR,MATCHED,M002-58156996,false,false,,,
INT-0000032,INTERNAL,BANK,MATCHED,M017-081006f7,false,false,,,
INT-0000032,INTERNAL,PROCESSOR,MATCHED,M017-081006f7,false,false,,,
INT-0000033,INTERNAL,BANK,MATCHED,M004-c967a64c,false,false,,,
INT-0000033,INTERNAL,PROCESSOR,MATCHED,M004-c967a64c,false,false,,,
INT-0000034,INTERNAL,BANK,MATCHED,M002-8d512c97,false,false,,,
INT-0000034,INTERNAL,PROCESSOR,MATCHED,M002-8d512c97,false,false,,,
INT-0000035,INTERNAL,BANK,MATCHED,M002-8e08baa7,false,false,,,
INT-0000035,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M002-8e08baa7,false,false,,,
INT-0000036,INTERNAL,BANK,MATCHED,M012-c2f86702,false,false,,,
INT-0000036,INTERNAL,PROCESSOR,MATCHED,M012-c2f86702,false,false,,,
INT-0000037,INTERNAL,BANK,MATCHED,M003-1c099724,false,false,,,
INT-0000037,INTERNAL,PROCESSOR,MATCHED,M003-1c099724,false,false,,,
INT-0000038,INTERNAL,BANK,MATCHED,M020-f4941d40,false,false,,,
INT-0000038,INTERNAL,PROCESSOR,MATCHED,M020-f4941d40,false,false,,,
INT-0000039,INTERNAL,BANK,MATCHED,M019-14b3ce10,false,false,,,
INT-0000039,INTERNAL,PROCESSOR,MATCHED,M019-14b3ce10,false,false,,,
INT-0000040,INTERNAL,BANK,MATCHED,M008-e222f828,false,false,,,
INT-0000040,INTERNAL,PROCESSOR,MATCHED,M008-e222f828,false,false,,,
INT-0000041,INTERNAL,BANK,MATCHED,M007-efc2f916,false,false,,,
INT-0000041,INTERNAL,PROCESSOR,MATCHED,M007-efc2f916,false,false,,,
INT-0000042,INTERNAL,BANK,MATCHED,M005-940f1f83,false,false,,,
INT-0000042,INTERNAL,PROCESSOR,MATCHED,M005-940f1f83,false,false,,,
INT-0000043,INTERNAL,BANK,MATCHED,M016-9eee3692,false,false,,,
INT-0000043,INTERNAL,PROCESSOR,MATCHED,M016-9eee3692,false,false,,,
INT-0000044,INTERNAL,BANK,MATCHED,M001-e8c66224,false,false,,,
INT-0000044,INTERNAL,PROCESSOR,MATCHED,M001-e8c66224,false,false,,,
INT-0000045,INTERNAL,BANK,MATCHED,M009-83b7ffc0,false,false,,,
INT-0000045,INTERNAL,PROCESSOR,MATCHED,M009-83b7ffc0,false,false,,,
INT-0000046,INTERNAL,BANK,MATCHED,M016-4dbca3a0,false,false,,,
INT-0000046,INTERNAL,PROCESSOR,MATCHED,M016-4dbca3a0,false,false,,,
INT-0000047,INTERNAL,BANK,MATCHED,M011-098b2cc2,false,false,,,
INT-0000047,INTERNAL,PROCESSOR,MATCHED,M011-098b2cc2,false,false,,,
INT-0000048,INTERNAL,BANK,MATCHED,M014-8319478d,false,false,,,
INT-0000048,INTERNAL,PROCESSOR,MATCHED,M014-8319478d,false,false,,,
INT-0000049,INTERNAL,BANK,MATCHED,M007-0c621de4,false,false,,,
INT-0000049,INTERNAL,PROCESSOR,MATCHED,M007-0c621de4,false,false,,,
INT-0000050,INTERNAL,BANK,MATCHED,M010-45fda998,false,false,,,
INT-0000050,INTERNAL,PROCESSOR,MATCHED,M010-45fda998,false,false,,,
INT-0000051,INTERNAL,BANK,MATCHED,M009-9fc35526,false,false,,,
INT-0000051,INTERNAL,PROCESSOR,MATCHED,M009-9fc35526,false,false,,,
INT-0000052,INTERNAL,BANK,MATCHED,M016-ed46725a,false,false,,,
INT-0000052,INTERNAL,PROCESSOR,MATCHED,M016-ed46725a,false,false,,,
INT-0000053,INTERNAL,BANK,MATCHED,M011-60dcd6c8,false,false,,,
INT-0000053,INTERNAL,PROCESSOR,MATCHED,M011-60dcd6c8,false,false,,,
INT-0000054,INTERNAL,BANK,MATCHED,M002-b46287cc,false,false,,,
INT-0000054,INTERNAL,PROCESSOR,MATCHED,M002-b46287cc,false,false,,,
INT-0000055,INTERNAL,BANK,MATCHED,M014-41dff02c,false,false,,,
INT-0000055,INTERNAL,PROCESSOR,MATCHED,M014-41dff02c,false,false,,,
INT-0000056,INTERNAL,BANK,MATCHED,M017-37443e21,false,false,,,
INT-0000056,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M017-37443e21,false,false,,,
INT-0000057,INTERNAL,BANK,MATCHED,M019-48d33296,false,false,,,
INT-0000057,INTERNAL,PROCESSOR,MATCHED,M019-48d33296,false,false,,,
INT-0000058,INTERNAL,BANK,MATCHED,M008-9e8a7f77,false,false,,,
INT-0000058,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M008-9e8a7f77,false,false,,,
INT-0000059,INTERNAL,BANK,MATCHED,M002-d287db7f,false,false,,,
INT-0000059,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M002-d287db7f,false,false,,,
INT-0000060,INTERNAL,BANK,MATCHED,M012-926f6967,false,false,,,
INT-0000060,INTERNAL,PROCESSOR,MATCHED,M012-926f6967,false,false,,,
INT-0000061,INTERNAL,BANK,MATCHED,M009-f57fd14c,false,false,,,
INT-0000061,INTERNAL,PROCESSOR,MISSING_IN_PROCESSOR,M009-f57fd14c,false,false,,,
INT-0000062,INTERNAL,BANK,MATCHED,M001-15cea325,false,false,,,
INT-0000062,INTERNAL,PROCESSOR,MATCHED,M001-15cea325,false,false,,,
INT-0000063,INTERNAL,BANK,MATCHED,M006-cbae5302,false,false,,,
INT-0000063,INTERNAL,PROCESSOR,MATCHED,M006-cbae5302,false,false,,,
INT-0000064,INTERNAL,BANK,MATCHED,M012-6cb9d21f,false,false,,,
INT-0000064,INTERNAL,PROCESSOR,MATCHED,M012-6cb9d21f,false,false,,,
INT-0000065,INTERNAL,BANK,MATCHED,M018-bf0d7c1c,false,false,,,
INT-0000065,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M018-bf0d7c1c,false,false,,,
INT-0000066,INTERNAL,BANK,MATCHED,M009-ab8a18a8,false,false,,,
INT-0000066,INTERNAL,PROCESSOR,MATCHED,M009-ab8a18a8,false,false,,,
INT-0000067,INTERNAL,BANK,MATCHED,M020-3fec8df4,false,false,,,
INT-0000067,INTERNAL,PROCESSOR,MATCHED,M020-3fec8df4,false,false,,,
INT-0000068,INTERNAL,BANK,MATCHED,M006-47aaeb26,false,false,,,
INT-0000068,INTERNAL,PROCESSOR,MATCHED,M006-47aaeb26,false,false,,,
INT-0000069,INTERNAL,BANK,MATCHED,M006-1fa5d328,false,false,,,
INT-0000069,INTERNAL,PROCESSOR,MATCHED,M006-1fa5d328,false,false,,,
INT-0000070,INTERNAL,BANK,MATCHED,M007-e574de73,false,false,,,
INT-0000070,INTERNAL,PROCESSOR,MATCHED,M007-e574de73,false,false,,,
INT-0000071,INTERNAL,BANK,MATCHED,M010-8b886e75,false,false,,,
INT-0000071,INTERNAL,PROCESSOR,MATCHED,M010-8b886e75,false,false,,,
INT-0000072,INTERNAL,BANK,MATCHED,M005-6a2c8773,false,false,,,
INT-0000072,INTERNAL,PROCESSOR,MATCHED,M005-6a2c8773,false,false,,,
INT-0000073,INTERNAL,BANK,MATCHED,M002-7eb19731,false,false,,,
INT-0000073,INTERNAL,PROCESSOR,MATCHED,M002-7eb19731,false,false,,,
INT-0000074,INTERNAL,BANK,MATCHED,M019-b5e803b6,false,false,,,
INT-0000074,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M019-b5e803b6,false,false,,,
INT-0000075,INTERNAL,BANK,MATCHED,M002-60adb592,false,false,,,
INT-0000075,INTERNAL,PROCESSOR,MATCHED,M002-60adb592,false,false,,,
INT-0000076,INTERNAL,BANK,MATCHED,M016-3c425c8d,false,false,,,
INT-0000076,INTERNAL,PROCESSOR,MATCHED,M016-3c425c8d,false,false,,,
INT-0000077,INTERNAL,BANK,MATCHED,M010-bdd0b6cc,false,false,,,
INT-0000077,INTERNAL,PROCESSOR,MATCHED,M010-bdd0b6cc,false,false,,,
INT-0000078,INTERNAL,BANK,MATCHED,M001-d32cbe54,false,false,,,
INT-0000078,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M001-d32cbe54,false,false,,,
INT-0000079,INTERNAL,BANK,TIMING_DIFFERENCE,M013-b54b9552,false,false,,,
INT-0000079,INTERNAL,PROCESSOR,MATCHED,M013-b54b9552,false,false,,,
INT-0000080,INTERNAL,BANK,MATCHED,M007-fa1c257c,false,false,,,
INT-0000080,INTERNAL,PROCESSOR,MATCHED,M007-fa1c257c,false,false,,,
INT-0000081,INTERNAL,BANK,MATCHED,M007-61c5cb34,false,false,,,
INT-0000081,INTERNAL,PROCESSOR,MATCHED,M007-61c5cb34,false,false,,,
INT-0000082,INTERNAL,BANK,MATCHED,M007-1a3ce9d9,false,false,,,
INT-0000082,INTERNAL,PROCESSOR,MATCHED,M007-1a3ce9d9,false,false,,,
INT-0000083,INTERNAL,BANK,MATCHED,M014-ee500fe7,false,false,,,
INT-0000083,INTERNAL,PROCESSOR,MATCHED,M014-ee500fe7,false,false,,,
INT-0000084,INTERNAL,BANK,TIMING_DIFFERENCE,M020-fc324bdb,false,false,,,
INT-0000084,INTERNAL,PROCESSOR,MATCHED,M020-fc324bdb,false,false,,,
INT-0000085,INTERNAL,BANK,MATCHED,M017-42a21c40,false,false,,,
INT-0000085,INTERNAL,PROCESSOR,MATCHED,M017-42a21c40,false,false,,,
INT-0000086,INTERNAL,BANK,MATCHED,M020-f9572b85,false,false,,,
INT-0000086,INTERNAL,PROCESSOR,MATCHED,M020-f9572b85,false,false,,,
INT-0000087,INTERNAL,BANK,MATCHED,M020-48f687ab,false,false,,,
INT-0000087,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M020-48f687ab,false,false,,,
INT-0000088,INTERNAL,BANK,MATCHED,M006-c5831be3,false,false,,,
INT-0000088,INTERNAL,PROCESSOR,MATCHED,M006-c5831be3,false,false,,,
INT-0000089,INTERNAL,BANK,MATCHED,M018-8cb4ba2e,false,false,,,
INT-0000089,INTERNAL,PROCESSOR,MATCHED,M018-8cb4ba2e,false,false,,,
INT-0000090,INTERNAL,BANK,MATCHED,M020-89a01749,false,false,,,
INT-0000090,INTERNAL,PROCESSOR,MATCHED,M020-89a01749,false,false,,,
INT-0000091,INTERNAL,BANK,MATCHED,M014-14f71010,false,false,,,
INT-0000091,INTERNAL,PROCESSOR,MATCHED,M014-14f71010,false,false,,,
INT-0000092,INTERNAL,BANK,MATCHED,M010-7d946bf5,false,false,,,
INT-0000092,INTERNAL,PROCESSOR,MATCHED,M010-7d946bf5,false,false,,,
INT-0000093,INTERNAL,BANK,MATCHED,M008-248c801b,false,false,,,
INT-0000093,INTERNAL,PROCESSOR,MATCHED,M008-248c801b,false,false,,,
INT-0000094,INTERNAL,BANK,MATCHED,M019-f750110c,false,false,,,
INT-0000094,INTERNAL,PROCESSOR,MATCHED,M019-f750110c,false,false,,,
INT-0000095,INTERNAL,BANK,MISSING_IN_BANK,M006-064d6d59,false,false,,,
INT-0000095,INTERNAL,PROCESSOR,MATCHED,M006-064d6d59,false,false,,,
INT-0000096,INTERNAL,BANK,MATCHED,M002-0cde2e57,false,false,,,
INT-0000096,INTERNAL,PROCESSOR,MATCHED,M002-0cde2e57,false,false,,,
INT-0000097,INTERNAL,BANK,MATCHED,M009-3a818d89,false,false,,,
INT-0000097,INTERNAL,PROCESSOR,MATCHED,M009-3a818d89,false,false,,,
INT-0000098,INTERNAL,BANK,MATCHED,M007-058765a6,false,false,,,
INT-0000098,INTERNAL,PROCESSOR,MATCHED,M007-058765a6,false,false,,,
INT-0000099,INTERNAL,BANK,MATCHED,M011-ff00d796,false,false,,,
INT-0000099,INTERNAL,PROCESSOR,MATCHED,M011-ff00d796,false,false,,,
INT-0000100,INTERNAL,BANK,MATCHED,M019-410335b4,false,false,,,
INT-0000100,INTERNAL,PROCESSOR,MATCHED,M019-410335b4,false,false,,,
INT-0000101,INTERNAL,BANK,TIMING_DIFFERENCE,M001-1212b62c,false,false,,,
INT-0000101,INTERNAL,PROCESSOR,MATCHED,M001-1212b62c,false,false,,,
INT-0000102,INTERNAL,BANK,MATCHED,M007-29f34369,false,false,,,
INT-0000102,INTERNAL,PROCESSOR,MATCHED,M007-29f34369,false,false,,,
INT-0000103,INTERNAL,BANK,MATCHED,M014-891baf90,false,false,,,
INT-0000103,INTERNAL,PROCESSOR,MATCHED,M014-891baf90,false,false,,,
INT-0000104,INTERNAL,BANK,MATCHED,M001-bf16295d,false,false,,,
INT-0000104,INTERNAL,PROCESSOR,AMOUNT_MISMATCH,M001-bf16295d,false,false,,,
INT-0000105,INTERNAL,BANK,MATCHED,M002-3f5fb859,false,false,,,
INT-0000105,INTERNAL,PROCESSOR,MATCHED,M002-3f5fb859,false,false,,,
INT-0000106,INTERNAL,BANK,MATCHED,M008-2f3ab3cc,false,false,,,
INT-0000106,INTERNAL,PROCESSOR,MATCHED,M008-2f3ab3cc,false,false,,,
INT-0000107,INTERNAL,BANK,MATCHED,M003-0b698d5c,false,false,,,
